Player,Fairway Percentage,Year,gir,Average Putts,Average Scrambling,Average Score,Points,Rounds,Avg Distance
Joe Ogilvie,59.32,2010,66.07,29.23,56.69,71.296,454,99.0,285.9
Cameron Percy,58.93,2010,70.42,30.13,56.91,71.622,206,73.0,294.0
Cameron Tringale,58.71,2010,70.18,30.45,53.23,71.598,107,55.0,294.5
Alex Prugh,58.4,2010,68.6,29.47,55.35,70.878,526,88.0,295.7
Ricky Barnes,58.37,2010,68.23,29.32,59.59,70.47,947,103.0,285.5
Marc Leishman,58.37,2010,66.67,29.44,56.9,70.76899999999999,738,87.0,295.0
Geoff Ogilvy,57.94,2010,67.69,29.22,56.16,70.764,815,62.0,287.0
Brett Wetterich,57.82,2010,68.11,29.8,58.71,70.847,248,54.0,307.3
Jason Day,57.78,2010,67.68,29.15,60.38,70.274,988,82.0,298.2
Ryan Palmer,57.23,2010,65.48,28.77,55.56,70.824,"1,071",84.0,295.8
Matt Bettencourt,57.16,2010,60.17,28.46,57.98,71.575,472,91.0,294.0
David Duval,57.08,2010,66.1,29.48,52.26,71.688,404,71.0,286.9
Matt Jones,57.07,2010,65.29,28.65,60.61,70.605,647,89.0,293.3
James Driscoll,56.96,2010,66.81,29.31,58.15,70.954,340,78.0,293.9
Padraig Harrington,56.7,2010,61.9,28.3,61.2,70.17399999999999,662,57.0,292.1
Aaron Baddeley,56.65,2010,64.6,28.57,57.1,70.995,481,94.0,298.9
David Lutterus,56.61,2010,64.29,29.86,54.81,72.17,103,69.0,291.9
Dustin Johnson,56.35,2010,67.95,29.37,55.81,70.135,"1,362",83.0,308.5
Scott Piercy,56.03,2010,67.74,29.11,54.79,71.196,380,88.0,296.8
Vance Veazey,55.88,2010,62.71,29.58,50.72,72.32300000000001,73,58.0,284.3
Robert Garrigus,55.73,2010,67.61,29.89,51.98,71.264,382,71.0,315.5
Bubba Watson,55.67,2010,68.54,29.4,55.5,70.229,"1,498",77.0,309.8
Jeff Overton,55.44,2010,66.86,29.04,56.8,70.497,"1,536",89.0,297.3
Andres Romero,55.05,2010,65.07,28.93,60.78,70.986,418,73.0,296.0
Brenden Pappas,54.94,2010,66.49,29.5,55.61,71.96600000000001,89,66.0,288.4
Derek Lamely,54.84,2010,61.93,29.17,57.0,71.666,487,81.0,294.0
Charles Howell III,54.58,2010,68.57,28.96,64.46,70.292,746,103.0,294.3
Ángel Cabrera,54.49,2010,65.78,29.48,55.15,70.919,524,64.0,304.5
J.B. Holmes,54.45,2010,65.5,28.86,62.48,70.089,"1,153",100.0,307.2
George McNeill,54.34,2010,66.03,29.32,55.49,71.207,338,79.0,293.4
Mike Weir,53.83,2010,57.89,28.16,58.8,71.571,360,59.0,273.9
Tim Herron,53.49,2010,66.51,29.36,58.86,71.171,234,79.0,291.7
Rich Barcelo,52.8,2010,61.72,28.97,54.2,71.751,187,70.0,287.6
Phil Mickelson,52.66,2010,65.13,28.79,61.84,69.96600000000001,"1,629",76.0,299.1
John Daly,52.21,2010,65.66,29.78,53.53,71.697,97,63.0,305.7
Jimmy Walker,51.29,2010,65.88,29.14,58.46,70.953,554,82.0,292.9
Daniel Chopra,51.27,2010,61.64,28.88,56.16,72.194,142,74.0,295.9
Martin Flores,50.15,2010,64.79,29.41,54.0,71.882,137,75.0,300.7
